,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,HTTPS_token,Result
425,1,2,1,1,1,2,2,1,2
426,1,1,1,1,1,2,2,1,2
427,1,2,1,1,1,2,0,1,1
428,1,2,1,1,1,2,1,1,1
429,1,2,1,1,1,2,0,1,1
430,1,2,1,1,1,2,1,1,1
431,1,2,1,1,1,2,1,1,1
432,1,2,1,1,1,2,0,1,1
433,1,2,1,1,1,2,2,1,1
434,1,2,1,2,1,2,2,1,2
435,2,2,2,1,2,1,2,2,1
436,1,2,1,2,1,2,0,1,2
437,1,1,1,1,1,1,2,1,1
438,2,2,2,1,2,2,2,2,1
439,1,2,1,1,1,2,0,1,1
440,1,2,1,1,1,2,1,1,1
441,1,2,1,1,1,2,0,1,2
442,1,2,1,1,1,2,0,1,2
443,1,2,1,1,1,2,2,1,1
444,1,2,1,1,1,2,0,1,2
445,1,2,1,1,1,2,2,1,1
446,1,2,1,1,1,2,1,1,2
447,2,2,2,1,2,1,2,2,1
448,1,2,1,1,1,2,2,1,2
449,1,1,1,1,1,2,2,1,2
450,1,2,1,1,1,2,0,1,1
451,1,2,1,1,1,2,0,1,2
452,2,1,2,1,2,2,2,2,2
453,1,2,1,1,1,2,1,1,2
454,1,2,1,1,1,2,0,1,2
455,1,2,1,2,1,2,1,1,1
456,1,2,1,1,1,1,1,1,1
457,1,2,1,1,1,1,0,1,1
458,1,2,1,1,1,2,2,1,2
459,1,2,1,1,1,2,0,1,2
460,1,1,1,1,1,2,0,1,2
461,1,2,1,1,1,2,2,1,2
462,1,2,1,1,1,2,1,1,1
463,1,1,1,1,1,2,2,1,1
464,1,2,1,1,1,1,2,1,1
465,1,2,1,1,1,2,2,1,1
466,1,2,1,1,1,2,2,1,2
467,1,2,1,2,1,2,0,1,2
468,1,1,1,1,1,2,2,1,1
469,1,1,1,1,1,2,0,1,1
470,1,1,1,1,1,2,0,1,2
471,1,2,1,1,1,2,2,1,2
472,1,2,1,1,1,2,1,1,1
473,1,2,1,1,1,2,1,1,1
474,1,2,1,1,1,2,2,1,2
475,2,1,2,1,2,2,2,2,2
476,1,1,1,1,1,2,2,1,2
477,1,2,1,1,1,2,0,1,2
478,2,2,2,1,2,2,2,2,2
479,2,1,2,1,2,2,1,2,2
480,1,2,1,1,1,2,1,1,1
481,1,1,1,1,1,2,2,1,2
482,1,2,1,1,1,2,0,1,2
483,1,2,1,1,1,2,2,1,2
484,1,2,1,1,1,2,0,1,1
485,1,1,1,1,1,2,0,1,2
486,1,2,1,1,1,2,0,1,1
487,1,2,1,1,1,2,0,1,2
488,1,1,1,1,1,2,1,1,1
489,1,2,1,1,1,2,2,1,1
490,1,2,1,1,1,1,2,1,1
491,2,2,2,1,2,2,0,2,1
492,1,1,1,2,1,2,2,1,2
493,1,2,1,1,1,2,0,1,2
494,1,2,1,1,1,2,0,1,1
495,1,2,1,1,1,2,0,1,2
496,2,2,2,1,2,2,0,2,1
497,1,2,1,1,1,2,2,1,1
498,1,2,1,1,1,2,2,1,2
499,1,2,1,1,1,2,0,1,1
500,2,1,2,1,2,1,2,2,1
501,1,1,1,1,1,1,0,1,1
502,1,2,1,1,1,2,2,1,1
503,1,2,1,1,1,2,0,1,2
504,1,2,1,1,1,2,2,1,1
505,2,2,2,1,2,1,1,2,1
506,1,2,1,1,1,2,0,1,1
507,1,1,1,1,1,1,2,1,1
508,1,2,1,2,1,2,2,1,1
509,1,2,1,1,1,2,1,1,1
510,1,2,1,1,1,2,0,1,1
511,1,1,1,1,1,2,0,1,1
512,1,2,1,1,1,2,2,1,2
513,1,2,1,1,1,2,1,1,1
514,1,1,1,1,1,2,0,1,2
515,1,2,1,1,1,2,0,1,2
516,1,2,1,1,1,2,2,1,1
517,1,1,1,1,1,2,2,1,1
518,1,2,1,1,1,2,2,1,1
519,1,2,1,2,1,2,2,1,2
520,1,1,1,1,1,2,0,1,2
521,1,2,1,1,1,2,1,1,1
522,1,2,1,1,1,2,1,1,2
523,1,2,1,1,1,1,1,1,1
524,1,2,1,1,1,2,2,1,1
525,1,2,1,1,1,2,2,1,1
526,1,2,1,1,1,2,0,1,2
527,1,2,1,1,1,2,2,1,1
528,1,1,1,1,1,1,2,1,1
529,1,2,1,1,1,2,1,1,1
530,1,2,1,1,1,2,2,1,2
531,1,2,1,1,1,2,0,1,2
532,1,2,1,1,1,2,2,1,2
533,1,2,1,1,1,2,2,1,2
534,1,1,1,1,1,2,0,1,2
535,1,2,1,1,1,2,1,1,1
536,1,2,1,1,1,2,0,1,1
537,1,2,1,1,1,2,1,1,1
538,1,1,1,1,1,1,1,1,1
539,2,2,2,1,2,2,2,2,2
540,1,2,1,1,1,2,0,1,2
541,1,2,1,1,1,2,2,1,2
542,2,1,2,1,2,2,2,2,1
543,1,2,1,1,1,2,0,1,1
544,1,2,1,1,1,2,2,1,1
545,1,2,1,1,1,2,1,1,1
546,1,2,1,1,1,2,0,1,1
547,1,2,1,1,1,2,2,1,2
548,1,1,1,1,1,2,1,1,1
549,1,2,1,1,1,2,0,1,2
550,1,2,1,1,1,1,2,1,1
551,1,2,1,1,1,1,2,1,1
552,1,2,1,1,1,1,1,1,1
553,1,2,1,1,1,2,2,1,1
554,1,2,1,2,1,2,1,1,1
555,1,1,1,2,1,2,0,1,2
556,1,2,1,1,1,2,2,1,2
557,1,2,1,1,1,2,0,1,2
558,1,2,1,1,1,2,2,1,1
559,1,2,1,1,1,2,0,1,2
560,1,1,1,1,1,2,2,1,1
561,1,1,1,1,1,2,1,1,1
562,1,2,1,1,1,2,1,1,1
563,2,2,2,1,2,1,2,2,1
564,1,2,1,1,1,2,0,1,1
565,1,2,1,1,1,2,1,1,1
566,2,1,2,1,2,2,2,2,1
567,1,2,1,1,1,2,0,1,1
568,1,2,1,1,1,2,2,1,1
569,1,1,1,1,1,1,2,1,1
570,1,2,1,2,1,1,1,1,1
571,1,1,1,1,1,2,0,1,1
572,1,2,1,1,1,2,2,1,2
573,1,2,1,1,1,2,2,1,2
574,1,1,1,1,1,2,1,1,1
575,1,2,1,1,1,1,2,1,1
576,1,2,1,1,1,2,0,1,2
577,1,1,1,1,1,2,2,1,2
578,1,2,1,1,1,2,2,1,2
579,1,2,1,1,1,2,1,1,1
580,1,2,1,1,1,2,2,1,1
581,1,2,1,1,1,2,2,1,1
582,1,2,1,1,1,1,2,1,1
583,1,2,1,1,1,2,1,1,1
584,1,2,1,1,1,2,2,1,2
585,1,1,1,1,1,2,2,1,1
586,1,2,1,1,1,2,2,1,1
587,1,2,1,1,1,2,0,1,2
588,1,2,1,1,1,2,2,1,1
589,1,1,1,1,1,1,1,1,1
590,2,2,2,1,2,2,1,2,1
591,1,2,1,1,1,2,1,1,1
592,1,2,1,1,1,2,0,1,1
593,1,1,1,2,1,2,1,1,1
594,1,2,1,1,1,2,0,1,1
595,1,1,1,2,1,2,0,1,2
596,1,2,1,1,1,2,2,1,1
597,1,2,1,1,1,1,1,1,1
598,1,2,1,1,1,1,1,1,1
599,1,2,1,1,1,2,1,1,1
600,1,2,1,1,1,2,2,1,2
601,1,1,1,1,1,2,2,1,1
602,2,2,2,1,2,2,2,2,1
603,1,2,1,1,1,2,1,1,1
604,1,2,1,1,1,2,2,1,1
605,1,1,1,1,1,2,2,1,1
606,1,2,1,1,1,2,1,1,1
607,1,2,1,1,1,1,1,1,1
608,1,2,1,1,1,2,2,1,2
609,1,2,1,1,1,2,2,1,1
610,1,2,1,1,1,2,0,1,1
611,2,2,2,1,2,2,1,2,1
612,1,2,1,1,1,2,2,1,2
613,1,2,1,1,1,2,2,1,1
614,1,2,1,1,1,2,2,1,2
615,2,2,2,1,2,2,2,2,1
616,1,2,1,1,1,2,2,1,2
617,1,2,1,1,1,2,0,1,2
618,1,2,1,1,1,2,2,1,2
619,1,2,1,1,1,2,1,1,1
620,1,2,1,2,1,1,1,1,1
621,2,2,2,1,2,1,1,2,1
622,1,2,1,1,1,2,2,1,2
623,1,2,1,1,1,2,2,1,2
624,1,1,1,1,1,2,0,1,2
625,1,1,1,1,1,2,2,1,2
626,1,2,1,1,1,2,2,1,2
627,1,2,1,1,1,2,1,1,1
628,1,2,1,1,1,2,0,1,2
629,1,2,1,1,1,2,2,1,2
630,1,2,1,1,1,2,1,1,1
631,2,2,2,1,2,1,0,2,1
632,1,2,1,1,1,1,0,1,1
633,2,1,2,1,2,2,0,2,2
634,1,2,1,1,1,2,1,1,1
635,1,2,1,1,1,2,0,1,2
636,1,2,1,1,1,2,2,1,1
637,1,2,1,1,1,2,2,1,1
638,1,2,1,1,1,2,0,1,1
639,1,1,1,1,1,2,2,1,2
640,2,2,2,1,2,2,0,2,2
641,1,2,1,1,1,2,2,1,2
642,2,2,2,1,2,2,0,2,1
643,1,2,1,1,1,2,0,1,2
644,1,2,1,1,1,2,2,1,1
645,1,2,1,1,1,2,2,1,2
646,1,1,1,1,1,2,2,1,2
647,1,2,1,1,1,2,1,1,1
648,1,2,1,1,1,2,0,1,2
649,1,2,1,1,1,2,1,1,1
650,1,2,1,1,1,2,0,1,2
651,2,1,2,1,2,2,0,2,2
652,1,1,1,1,1,2,0,1,2
653,1,2,1,1,1,2,2,1,1
654,1,2,1,2,1,2,2,1,2
655,1,2,1,1,1,2,1,1,1
656,1,2,1,1,1,2,2,1,2
657,1,1,1,1,1,2,0,1,1
658,1,2,1,1,1,2,2,1,2
659,1,2,1,1,1,2,2,1,2
660,1,1,1,1,1,2,2,1,2
661,1,1,1,1,1,2,0,1,2
662,1,2,1,1,1,2,0,1,2
663,1,2,1,1,1,1,1,1,1
664,1,2,1,1,1,2,2,1,2
665,1,2,1,1,1,2,2,1,1
666,2,2,2,1,2,2,1,2,1
667,1,2,1,1,1,2,2,1,1
668,1,2,1,1,1,2,2,1,2
669,1,2,1,1,1,1,2,1,1
670,1,1,1,1,1,2,2,1,1
671,1,2,1,1,1,1,2,1,1
672,1,2,1,1,1,1,1,1,1
673,1,2,1,1,1,2,2,1,2
674,1,2,1,1,1,1,0,1,1
675,1,2,1,1,1,1,2,1,1
676,1,2,1,1,1,2,0,1,2
677,1,2,1,1,1,2,2,1,2
678,1,2,1,1,1,2,1,1,1
679,1,1,1,1,1,2,1,1,1
680,1,1,1,1,1,2,1,1,1
681,1,2,1,1,1,2,2,1,1
682,1,1,1,1,1,1,2,1,1
683,1,2,1,1,1,2,0,1,2
684,1,2,1,1,1,2,1,1,1
685,1,1,1,1,1,2,2,1,1
686,1,2,1,1,1,2,2,1,1
687,1,2,1,1,1,2,0,1,2
688,2,2,2,1,2,2,2,2,1
689,1,2,1,1,1,2,0,1,2
690,1,2,1,1,1,2,2,1,2
691,1,2,1,1,1,2,2,1,2
